payload_size slaves_processing message_id rtt_ms
500000 none 1 250
500000 none 2 296
500000 none 0 421
500000 none 3 717
500000 none 4 812
500000 none 5 936
500000 none 7 983
500000 none 8 1076
500000 none 9 1138
500000 none 6 1591
500000 none 0 250
500000 none 1 359
500000 none 2 453
500000 none 3 531
500000 none 4 608
500000 none 5 702
500000 none 9 780
500000 none 8 873
500000 none 7 967
500000 none 6 1856
500000 none 0 234
500000 none 1 327
500000 none 2 406
500000 none 3 484
500000 none 4 577
500000 none 5 655
500000 none 7 733
500000 none 8 827
500000 none 9 936
500000 none 6 1794
500000 none 0 265
500000 none 1 358
500000 none 2 437
500000 none 3 546
500000 none 4 624
500000 none 5 733
500000 none 8 812
500000 none 7 905
500000 none 9 999
500000 none 6 1888
500000 none 0 265
500000 none 1 343
500000 none 4 390
500000 none 2 515
500000 none 3 578
500000 none 5 640
500000 none 7 733
500000 none 8 811
500000 none 9 936
500000 none 6 1794
500000 none 0 265
500000 none 1 358
500000 none 2 437
500000 none 3 530
500000 none 5 609
500000 none 4 702
500000 none 7 780
500000 none 8 874
500000 none 9 967
500000 none 6 1841
500000 none 0 234
500000 none 1 327
500000 none 2 422
500000 none 3 515
500000 none 4 608
500000 none 5 718
500000 none 7 795
500000 none 8 889
500000 none 9 967
500000 none 6 1872
1000000 none 0 468
1000000 none 1 858
1000000 none 2 998
1000000 none 3 1170
1000000 none 4 1310
1000000 none 5 1513
1000000 none 7 1669
1000000 none 9 1809
1000000 none 8 1997
1000000 none 6 2403
1000000 none 0 468
1000000 none 1 640
1000000 none 4 780
1000000 none 2 983
1000000 none 3 1185
1000000 none 5 1357
1000000 none 7 1482
1000000 none 8 1669
1000000 none 9 1810
1000000 none 6 2262
1000000 none 0 453
1000000 none 3 593
1000000 none 1 795
1000000 none 2 952
1000000 none 4 1076
1000000 none 9 1279
1000000 none 5 1466
1000000 none 7 1623
1000000 none 8 1763
1000000 none 6 2231
1000000 none 0 468
1000000 none 1 873
1000000 none 2 1029
1000000 none 5 1170
1000000 none 3 1389
1000000 none 4 1544
1000000 none 7 1685
1000000 none 9 1809
1000000 none 8 2013
1000000 none 6 2464
1000000 none 0 468
1000000 none 1 889
1000000 none 2 1046
1000000 none 4 1201
1000000 none 3 1373
1000000 none 7 1435
1000000 none 5 1591
1000000 none 8 1731
1000000 none 9 1934
1000000 none 6 2324
1000000 none 0 468
1000000 none 2 624
1000000 none 1 795
1000000 none 4 936
1000000 none 3 1107
1000000 none 5 1311
1000000 none 9 1435
1000000 none 7 1591
1000000 none 8 1747
1000000 none 6 2168
1000000 none 0 484
1000000 none 1 889
1000000 none 2 1045
1000000 none 4 1185
1000000 none 3 1357
1000000 none 5 1513
1000000 none 7 1685
1000000 none 8 1825
1000000 none 9 1997
1000000 none 6 2450
1000000 none 0 468
1000000 none 1 858
1000000 none 4 999
1000000 none 2 1185
1000000 none 3 1326
1000000 none 5 1435
1000000 none 9 1544
1000000 none 8 1701
1000000 none 7 1841
1000000 none 6 2324
1000000 none 0 468
1000000 none 1 874
1000000 none 2 1030
1000000 none 4 1107
1000000 none 7 1248
1000000 none 3 1451
1000000 none 5 1575
1000000 none 8 1716
1000000 none 9 1887
1000000 none 6 2309
1000000 none 0 468
1000000 none 2 890
1000000 none 1 1092
1000000 none 3 1232
1000000 none 4 1388
1000000 none 5 1544
1000000 none 7 1732
1000000 none 9 1903
1000000 none 8 2059
1000000 none 6 2542
5000000 none 0 2246
5000000 none 1 3011
5000000 none 2 3494
5000000 none 3 4040
5000000 none 4 4696
5000000 none 5 5273
5000000 none 9 5725
5000000 none 8 6428
5000000 none 7 7129
5000000 none 6 7972
5000000 none 0 2184
5000000 none 1 2933
5000000 none 2 3525
5000000 none 3 4150
5000000 none 4 4695
5000000 none 5 5242
5000000 none 7 5772
5000000 none 8 6396
5000000 none 9 6864
5000000 none 6 7862
5000000 none 0 2200
5000000 none 1 3058
5000000 none 2 3604
5000000 none 4 4196
5000000 none 3 4805
5000000 none 5 5351
5000000 none 7 5943
5000000 none 9 6521
5000000 none 8 7238
5000000 none 6 8096
5000000 none 0 2262
5000000 none 1 3167
5000000 none 3 3760
5000000 none 2 4321
5000000 none 4 4852
5000000 none 5 5460
5000000 none 8 5928
5000000 none 7 6645
5000000 none 9 7192
5000000 none 6 8174
5000000 none 0 2199
5000000 none 1 3214
5000000 none 2 3760
5000000 none 3 4352
5000000 none 4 4946
5000000 none 5 5600
5000000 none 7 6162
5000000 none 8 6786
5000000 none 6 7785
5000000 none 9 8205
5000000 none 0 2184
5000000 none 1 2948
5000000 none 2 3541
5000000 none 3 4040
5000000 none 4 4634
5000000 none 5 5257
5000000 none 7 5678
5000000 none 9 6240
5000000 none 8 6942
5000000 none 6 7893
5000000 none 0 2168
5000000 none 1 3026
5000000 none 2 3541
5000000 none 3 4134
5000000 none 5 4711
5000000 none 4 5319
5000000 none 7 5865
5000000 none 9 6411
5000000 none 8 7114
5000000 none 6 8019
5000000 none 0 2184
5000000 none 1 3026
5000000 none 2 3572
5000000 none 3 4227
5000000 none 5 4680
5000000 none 4 5428
5000000 none 7 5975
5000000 none 8 6505
5000000 none 9 7098
5000000 none 6 8019
5000000 none 0 2199
5000000 none 1 3104
5000000 none 2 3744
5000000 none 4 4274
5000000 none 5 4805
5000000 none 3 5569
5000000 none 7 6100
5000000 none 8 6708
5000000 none 9 7254
5000000 none 6 8268
5000000 none 0 2246
5000000 none 1 3104
5000000 none 3 3666
5000000 none 2 4290
5000000 none 4 4804
5000000 none 5 5429
5000000 none 7 6006
5000000 none 9 6614
5000000 none 8 7301
5000000 none 6 8127
10000000 none 0 4321
10000000 none 1 5694
10000000 none 2 6599
10000000 none 3 7722
10000000 none 4 8845
10000000 none 5 9890
10000000 none 9 10733
10000000 none 8 12168
10000000 none 7 13540
10000000 none 6 14944
10000000 none 0 4305
10000000 none 1 5694
10000000 none 2 6724
10000000 none 3 7800
10000000 none 4 8970
10000000 none 5 10250
10000000 none 7 11310
10000000 none 8 12246
10000000 none 6 13931
10000000 none 9 14805
10000000 none 0 4275
10000000 none 1 6053
10000000 none 2 7207
10000000 none 3 8236
10000000 none 4 9485
10000000 none 5 10592
10000000 none 7 11450
10000000 none 8 12792
10000000 none 6 14196
10000000 none 9 15086
10000000 none 0 4275
10000000 none 1 5834
10000000 none 3 6927
10000000 none 2 8096
10000000 none 4 9126
10000000 none 5 10358
10000000 none 7 11435
10000000 none 8 12636
10000000 none 6 14227
10000000 none 9 15272
10000000 none 0 4446
10000000 none 1 6271
10000000 none 2 7566
10000000 none 4 8658
10000000 none 3 9953
10000000 none 5 11044
10000000 none 7 11919
10000000 none 6 13306
10000000 none 9 14040
10000000 none 8 15163
10000000 none 0 4431
10000000 none 1 5865
10000000 none 3 7005
10000000 none 2 8268
10000000 none 4 9110
10000000 none 5 10265
10000000 none 7 11310
10000000 none 8 12278
10000000 none 6 14056
10000000 none 9 15008
10000000 none 0 4306
10000000 none 1 6037
10000000 none 2 7067
10000000 none 4 8034
10000000 none 3 9157
10000000 none 5 9969
10000000 none 9 10780
10000000 none 7 12309
10000000 none 6 13650
10000000 none 8 14695
10000000 none 0 4305
10000000 none 1 5772
10000000 none 2 6739
10000000 none 3 7847
10000000 none 4 8814
10000000 none 5 9984
10000000 none 7 11029
10000000 none 9 12106
10000000 none 8 13557
10000000 none 6 15288
10000000 none 0 4352
10000000 none 1 6053
10000000 none 2 7254
10000000 none 3 8346
10000000 none 4 9516
10000000 none 5 10670
10000000 none 7 11653
10000000 none 6 13041
10000000 none 8 14087
10000000 none 9 15163
10000000 none 0 4337
10000000 none 1 6349
10000000 none 2 7332
10000000 none 3 8439
10000000 none 4 9392
10000000 none 5 10639
10000000 none 6 11856
10000000 none 7 12964
10000000 none 8 13931
10000000 none 9 15101
50000000 none 0 16458
50000000 none 0 16473
50000000 none 0 16037
50000000 none 0 16489
50000000 none 0 16646
50000000 none 0 16162
50000000 none 0 15632
50000000 none 0 16287
50000000 none 0 16178
50000000 none 0 16958
0 none 0 63
0 none 3 63
0 none 1 78
0 none 7 78
0 none 5 94
0 none 2 94
0 none 9 94
0 none 4 110
0 none 8 110
0 none 6 1061
0 none 0 63
0 none 4 63
0 none 3 78
0 none 2 78
0 none 1 78
0 none 7 94
0 none 5 94
0 none 9 109
0 none 8 109
0 none 6 1061
0 none 1 62
0 none 0 62
0 none 7 78
0 none 2 78
0 none 3 93
0 none 8 93
0 none 4 93
0 none 9 109
0 none 5 109
0 none 6 1060
0 none 1 62
0 none 5 62
0 none 0 78
0 none 3 78
0 none 4 78
0 none 2 93
0 none 8 93
0 none 9 109
0 none 7 109
0 none 6 1076
0 none 0 62
0 none 1 62
0 none 2 78
0 none 7 78
0 none 4 78
0 none 3 93
0 none 8 93
0 none 9 109
0 none 5 109
0 none 6 1029
0 none 0 63
0 none 4 63
0 none 5 78
0 none 3 78
0 none 2 94
0 none 7 94
0 none 1 94
0 none 9 109
0 none 8 109
0 none 6 1030
0 none 0 62
0 none 1 62
0 none 7 78
0 none 2 78
0 none 3 78
0 none 8 94
0 none 4 94
0 none 9 109
0 none 5 109
0 none 6 1045
0 none 0 62
0 none 5 62
0 none 4 78
0 none 1 78
0 none 2 78
0 none 3 94
0 none 8 94
0 none 9 109
0 none 7 109
0 none 6 1076
0 none 8 63
0 none 1 63
0 none 7 78
0 none 5 78
0 none 0 78
0 none 2 94
0 none 9 94
0 none 3 109
0 none 4 109
0 none 6 1061
0 none 0 62
0 none 5 62
0 none 4 78
0 none 1 78
0 none 3 78
0 none 2 93
0 none 7 93
0 none 9 109
0 none 8 109
0 none 6 1060
80000000 none 0 38345
80000000 none 0 36988
80000000 none 0 37363
80000000 none 0 37331
80000000 none 0 38205
80000000 none 0 37144
80000000 none 0 38080
80000000 none 0 37487
80000000 none 0 37440
80000000 none 0 37940
10 none 0 62
10 none 1 62
10 none 3 62
10 none 2 78
10 none 7 78
10 none 4 93
10 none 9 93
10 none 8 109
10 none 5 109
10 none 6 1061
10 none 0 63
10 none 1 63
10 none 2 63
10 none 3 78
10 none 5 78
10 none 4 78
10 none 8 94
10 none 7 94
10 none 9 109
10 none 6 1061
10 none 0 62
10 none 1 62
10 none 3 78
10 none 2 78
10 none 7 78
10 none 5 93
10 none 9 93
10 none 4 109
10 none 8 109
10 none 6 1029
10 none 1 62
10 none 0 62
10 none 5 78
10 none 2 78
10 none 3 78
10 none 4 93
10 none 8 93
10 none 9 109
10 none 7 109
10 none 6 1029
10 none 0 47
10 none 1 62
10 none 2 62
10 none 4 62
10 none 3 78
10 none 8 78
10 none 9 78
10 none 5 93
10 none 7 93
10 none 6 1061
10 none 0 63
10 none 1 63
10 none 3 78
10 none 2 78
10 none 7 78
10 none 5 94
10 none 9 94
10 none 4 94
10 none 8 109
10 none 6 1077
10 none 1 62
10 none 4 62
10 none 2 62
10 none 7 78
10 none 0 78
10 none 9 93
10 none 3 93
10 none 5 93
10 none 8 109
10 none 6 1076
10 none 0 63
10 none 4 63
10 none 3 63
10 none 1 78
10 none 5 78
10 none 2 78
10 none 9 94
10 none 8 94
10 none 7 110
10 none 6 1061
10 none 0 62
10 none 1 62
10 none 4 62
10 none 2 78
10 none 3 78
10 none 5 93
10 none 7 93
10 none 9 93
10 none 8 109
10 none 6 1076
10 none 0 62
10 none 1 62
10 none 2 62
10 none 3 78
10 none 4 78
10 none 5 94
10 none 7 94
10 none 8 109
10 none 9 109
